ChEMBL ID,Name,UniProt Accessions,Type,Organism,Compounds,Activities,Tax ID,Species Group Flag
CHEMBL4106142,PI3K p110 delta/p85 alpha,P26450|O35904,PROTEIN COMPLEX,Mus musculus,4,4,10090,FALSE
CHEMBL613418,Cortex,,TISSUE,Homo sapiens,1,4,9606,FALSE
CHEMBL2070,Tubulin alpha-1 chain,P68366,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL2366067,SIMA,,CELL-LINE,Homo sapiens,91,97,9606,FALSE
CHEMBL4295759,"Trifunctional enzyme subunit alpha, mitochondrial",P40939,SINGLE PROTEIN,Homo sapiens,2,3,9606,FALSE
CHEMBL2343,Serine/threonine-protein kinase Sgk1,O00141,SINGLE PROTEIN,Homo sapiens,1490,2388,9606,FALSE
CHEMBL5734,Pro-epidermal growth factor,P01133,SINGLE PROTEIN,Homo sapiens,5,5,9606,FALSE
CHEMBL4513131,PNT1A,,CELL-LINE,Homo sapiens,36,47,9606,FALSE
CHEMBL4523417,Tribbles homolog 2,Q92519,SINGLE PROTEIN,Homo sapiens,16,18,9606,FALSE
CHEMBL5794,Serine/threonine-protein kinase Sgk2,Q9HBY8,SINGLE PROTEIN,Homo sapiens,1506,2096,9606,FALSE
CHEMBL1250406,"Translation factor GUF1, mitochondrial",P46943,SINGLE PROTEIN,Saccharomyces cerevisiae S288c,1,1,559292,FALSE
CHEMBL5579,Citron Rho-interacting kinase,O14578,SINGLE PROTEIN,Homo sapiens,491,607,9606,FALSE
CHEMBL3879836,Ras-related protein Rab-7L1,O14966,SINGLE PROTEIN,Homo sapiens,4,5,9606,FALSE
CHEMBL4296057,Gamma-aminobutyric acid receptor subunit alpha-5/beta-3,P28472|P31644,PROTEIN COMPLEX,Homo sapiens,1,1,9606,FALSE
CHEMBL5058622,ES-2,,CELL-LINE,Homo sapiens,134,147,9606,FALSE
CHEMBL6099,Aryl hydrocarbon receptor,P30561,SINGLE PROTEIN,Mus musculus,95,143,10090,FALSE
CHEMBL3774298,Histone acetyltransferase KAT6A,Q92794,SINGLE PROTEIN,Homo sapiens,269,323,9606,FALSE
CHEMBL2147,Serine/threonine-protein kinase PIM1,P11309,SINGLE PROTEIN,Homo sapiens,7413,9755,9606,FALSE
CHEMBL613727,Flavivirus,,ORGANISM,Flavivirus,1,1,11051,FALSE
CHEMBL4148,L-type amino acid transporter 3,O75387,SINGLE PROTEIN,Homo sapiens,7,7,9606,FALSE
CHEMBL4258,Subtilisin,P29599,SINGLE PROTEIN,Bacillus lentus,12,36,1467,FALSE
CHEMBL615018,TSGH,,CELL-LINE,Homo sapiens,45,45,9606,FALSE
CHEMBL5209659,Brevibacterium,,ORGANISM,Brevibacterium,2,2,1696,TRUE
CHEMBL614240,PS,,CELL-LINE,Sus scrofa,11,11,9823,FALSE
CHEMBL4523379,GPI-anchored wall transfer protein 1,Q873N2,SINGLE PROTEIN,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),5,5,237561,FALSE
CHEMBL4523458,Protein lin-28 homolog A,Q9H9Z2,SINGLE PROTEIN,Homo sapiens,13,27,9606,FALSE
CHEMBL5169099,Serine/threonine-protein kinase 3,O54748,SINGLE PROTEIN,Rattus norvegicus,1,12,10116,FALSE
CHEMBL4295873,Protein lin-28 homolog B,Q6ZN17,SINGLE PROTEIN,Homo sapiens,3,3,9606,FALSE
CHEMBL4105866,DEP domain-containing mTOR-interacting protein,Q8TB45,SINGLE PROTEIN,Homo sapiens,30,129,9606,FALSE
CHEMBL612529,rhinovirus A85,,ORGANISM,rhinovirus A85,11,12,185937,FALSE
CHEMBL612250,FaDu,,CELL-LINE,Homo sapiens,1095,1822,9606,FALSE
CHEMBL4523363,Mitochondrial antiviral-signaling protein,Q7Z434,SINGLE PROTEIN,Homo sapiens,2,2,9606,FALSE
CHEMBL5474,Galectin-9,O00182,SINGLE PROTEIN,Homo sapiens,123,194,9606,FALSE
CHEMBL1075595,SW780,,CELL-LINE,Homo sapiens,173,202,9606,FALSE
CHEMBL614817,HEC-1B cell line,,CELL-LINE,Homo sapiens,30,32,9606,FALSE
CHEMBL2096980,Platelet-derived growth factor receptor,P05622|P26618,PROTEIN COMPLEX,Mus musculus,236,285,10090,FALSE
CHEMBL614662,HES,,CELL-LINE,,5,5,,FALSE
CHEMBL2818,P2X purinoceptor 4,P51577,SINGLE PROTEIN,Rattus norvegicus,96,106,10116,FALSE
CHEMBL2109230,Neuronal acetylcholine receptor; alpha2/beta4,P30926|Q15822,PROTEIN COMPLEX,Homo sapiens,33,47,9606,FALSE
CHEMBL4662928,Coenzyme A biosynthesis bifunctional protein CoaBC,P9WNZ1,SINGLE PROTEIN,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),66942,68296,83332,FALSE
CHEMBL4680021,Apolipoprotein L1,O14791,SINGLE PROTEIN,Homo sapiens,587,593,9606,FALSE
CHEMBL612680,Human respirovirus 1,,ORGANISM,Human respirovirus 1,10,22,12730,FALSE
CHEMBL4296267,Tripartite motif-containing protein 66,O15016,SINGLE PROTEIN,Homo sapiens,5,5,9606,FALSE
CHEMBL2605,Adenosine A2a receptor,P46616,SINGLE PROTEIN,Cavia porcellus,76,89,10141,FALSE
CHEMBL4295776,"28S ribosomal protein S29, mitochondrial",P51398,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL612519,Daoy,,CELL-LINE,Homo sapiens,508,570,9606,FALSE
CHEMBL3038472,CDK4/Cyclin D3,P11802|P30281,PROTEIN COMPLEX,Homo sapiens,610,720,9606,FALSE
CHEMBL4238,Histone deacetylase 2,P70288,SINGLE PROTEIN,Mus musculus,1,1,10090,FALSE
CHEMBL3038474,CDK8/Cyclin C,P49336|P24863,PROTEIN COMPLEX,Homo sapiens,933,1148,9606,FALSE
CHEMBL4523391,Casein kinase I,Q8IHZ9,SINGLE PROTEIN,Plasmodium falciparum (isolate 3D7),2,2,36329,FALSE
CHEMBL2367407,Left atrium,,TISSUE,Cavia porcellus,89,264,10141,FALSE
CHEMBL5465556,Cereblon-HDAC9,Q9UKV0|Q96SW2,PROTEIN-PROTEIN INTERACTION,Homo sapiens,1,1,9606,FALSE
CHEMBL612243,Staphylococcus sp.,,ORGANISM,Staphylococcus sp.,185,496,29387,TRUE
CHEMBL2497,Purinergic receptor P2Y1,P49651,SINGLE PROTEIN,Rattus norvegicus,28,36,10116,FALSE
CHEMBL3350223,Nicotinic acetylcholine receptor,P25162|E0WN35|P04755|P17644|P09478|Q7KT97|Q9W3G6|M9NE13|Q7KTF8|A4GXC7|Q9VPQ8,PROTEIN COMPLEX GROUP,Drosophila melanogaster,4,4,7227,FALSE
CHEMBL2321643,Histone-lysine N-methyltransferase SMYD3,Q9H7B4,SINGLE PROTEIN,Homo sapiens,162,323,9606,FALSE
CHEMBL614066,LCLC-103H cell line,,CELL-LINE,Homo sapiens,142,160,9606,FALSE
CHEMBL4295689,Diphosphoinositol polyphosphate phosphohydrolase 1,O95989,SINGLE PROTEIN,Homo sapiens,5,15,9606,FALSE
CHEMBL3139,GABA receptor alpha-1 subunit,P62812,SINGLE PROTEIN,Mus musculus,3,3,10090,FALSE
CHEMBL2111371,PPAR delta/gamma,P37231|Q03181,SELECTIVITY GROUP,Homo sapiens,113,120,9606,FALSE
CHEMBL5262,Glucose-dependent insulinotropic receptor,Q7TQN8,SINGLE PROTEIN,Rattus norvegicus,134,270,10116,FALSE
CHEMBL613958,Culex quinquefasciatus,,ORGANISM,Culex quinquefasciatus,62,137,7176,FALSE
CHEMBL614353,MKN-28,,CELL-LINE,Homo sapiens,344,469,9606,FALSE
CHEMBL4763,"Serine/threonine protein phosphatase 2A, 56 kDa regulatory subunit, alpha isoform",Q15172,SINGLE PROTEIN,Homo sapiens,8,8,9606,FALSE
CHEMBL5169147,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,Q10588,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL2367389,Whole blood,,TISSUE,Homo sapiens,305,398,9606,FALSE
CHEMBL5169234,Lectin A,Q7N561,SINGLE PROTEIN,Photorhabdus laumondii subsp. laumondii,1,1,29488,FALSE
CHEMBL5604,Dual specificity testis-specific protein kinase 1,Q15569,SINGLE PROTEIN,Homo sapiens,468,576,9606,FALSE
CHEMBL5465186,Muscarinic acetylcholine receptor,A0A5F9DUN4,SINGLE PROTEIN,Oryctolagus cuniculus,1,1,9986,FALSE
CHEMBL5172,Endo-beta-N-acetylglucosaminidase,Q8NFI3,SINGLE PROTEIN,Homo sapiens,51,63,9606,FALSE
CHEMBL5465183,Alpha-2A adrenergic receptor,Q5ZQK3,SINGLE PROTEIN,Oryctolagus cuniculus,1,1,9986,FALSE
CHEMBL4523613,KCNMA1/KCNMB4,Q12791|Q86W47,PROTEIN COMPLEX,Homo sapiens,7,8,9606,FALSE
CHEMBL5483003,TLR4-MyD88,Q9QUK6|P22366,PROTEIN-PROTEIN INTERACTION,Mus musculus,2,2,10090,FALSE
CHEMBL4879549,ATP-diphosphohydrolase 1,Q7YTA4,SINGLE PROTEIN,Schistosoma mansoni,2,3,6183,FALSE
CHEMBL4879425,"ATP synthase subunit beta, mitochondrial",P00829,SINGLE PROTEIN,Bos taurus,2,2,9913,FALSE
CHEMBL3962,Kynurenine--oxoglutarate transaminase I,Q16773,SINGLE PROTEIN,Homo sapiens,49,96,9606,FALSE
CHEMBL5169085,CRBN/CDK13,Q14004|Q96SW2,PROTEIN-PROTEIN INTERACTION,Homo sapiens,27,50,9606,FALSE
CHEMBL5968,Lysophosphatidic acid receptor 4,Q99677,SINGLE PROTEIN,Homo sapiens,45,75,9606,FALSE
CHEMBL5169227,Carbon storage regulator,P69913,SINGLE PROTEIN,Escherichia coli,7,7,562,FALSE
CHEMBL4042,Cyclooxygenase-1,Q63921,SINGLE PROTEIN,Rattus norvegicus,1322,1373,10116,FALSE
CHEMBL2473,Presenilin 1,P49768,SINGLE PROTEIN,Homo sapiens,138,302,9606,FALSE
CHEMBL2854,Cholecystokinin B receptor,P56481,SINGLE PROTEIN,Mus musculus,667,793,10090,FALSE
CHEMBL2073700,Solute carrier organic anion transporter family member 1A4,Q9EP96,SINGLE PROTEIN,Mus musculus,15,16,10090,FALSE
CHEMBL614460,Co-3,,CELL-LINE,,4,5,,FALSE
CHEMBL4105978,Potassium voltage-gated channel subfamily C member 1,P15388,SINGLE PROTEIN,Mus musculus,1,1,10090,FALSE
CHEMBL614930,SNB-7,,CELL-LINE,Homo sapiens,16,16,9606,FALSE
CHEMBL1293205,CCR2 protein,Q6Y3N0,SINGLE PROTEIN,Macaca fascicularis,1,1,9541,FALSE
CHEMBL612414,RBCs,,CELL-LINE,,36,95,,FALSE
CHEMBL3038485,Beta-N-acetyl-D-hexosaminidase-A/B,P07686|P06865,PROTEIN FAMILY,Homo sapiens,50,71,9606,FALSE
CHEMBL2097165,Dopamine receptors; D3 & D4,P35462|P21917,SELECTIVITY GROUP,Homo sapiens,270,312,9606,FALSE
CHEMBL269,Delta opioid receptor,P33533,SINGLE PROTEIN,Rattus norvegicus,2649,3911,10116,FALSE
CHEMBL3309057,Ribosomal protein S6 kinase alpha-1,P18653,SINGLE PROTEIN,Mus musculus,1,1,10090,FALSE
CHEMBL4523483,Pendrin,Q9R155,SINGLE PROTEIN,Mus musculus,21,28,10090,FALSE
CHEMBL5850,Mas-related G-protein coupled receptor member X1,Q96LB2,SINGLE PROTEIN,Homo sapiens,198,366,9606,FALSE
CHEMBL5357,Putative cytochrome P450 130,P9WPN5,SINGLE PROTEIN,Mycobacterium tuberculosis,3,3,1773,FALSE
CHEMBL2653,Acyl coenzyme A:cholesterol acyltransferase 2,O88908,SINGLE PROTEIN,Mus musculus,39,140,10090,FALSE
CHEMBL2176774,Bromodomain-containing protein 1,O95696,SINGLE PROTEIN,Homo sapiens,167,263,9606,FALSE
CHEMBL2366262,MFH-ino,,CELL-LINE,Homo sapiens,109,110,9606,FALSE
CHEMBL4879420,Proteinase-activated receptor 4,O88634,SINGLE PROTEIN,Mus musculus,74,74,10090,FALSE
CHEMBL614965,Clostridioides difficile,,ORGANISM,Clostridioides difficile,1160,3354,1496,FALSE
CHEMBL3309006,Acyl carrier protein,P0A6A8,SINGLE PROTEIN,Escherichia coli (strain K12),1,2,83333,FALSE
CHEMBL3286068,Catechol O-methyltransferase,O88587,SINGLE PROTEIN,Mus musculus,32,94,10090,FALSE
CHEMBL3917,Thyroid hormone receptor beta-1,P18113,SINGLE PROTEIN,Rattus norvegicus,104,299,10116,FALSE
CHEMBL1255132,Protein Wnt-2,P09544,SINGLE PROTEIN,Homo sapiens,13,15,9606,FALSE
CHEMBL4105708,m7GpppX diphosphatase,Q9DAR7,SINGLE PROTEIN,Mus musculus,9,18,10090,FALSE
CHEMBL2010622,Leucine-rich repeat serine/threonine-protein kinase 2,Q5S006,SINGLE PROTEIN,Mus musculus,52,74,10090,FALSE
CHEMBL2923,Phosphodiesterase 8A,Q76KC6,SINGLE PROTEIN,Rattus norvegicus,1,1,10116,FALSE
CHEMBL612369,Lichtheimia corymbifera,,ORGANISM,Lichtheimia corymbifera,506,946,42458,FALSE
CHEMBL5363,Cytokinin dehydrogenase 1,Q9T0N8,SINGLE PROTEIN,Zea mays,12,36,4577,FALSE
CHEMBL614457,CHRC5 cell line,,CELL-LINE,Cricetulus griseus,80,91,10029,FALSE
CHEMBL3108653,Aldose reductase,P45376,SINGLE PROTEIN,Mus musculus,3,3,10090,FALSE
CHEMBL5465489,Streptococcus hyovaginalis,,ORGANISM,Streptococcus hyovaginalis,2,4,149015,FALSE
CHEMBL2980,Arachidonate 5-lipoxygenase,Q9BEG3,SINGLE PROTEIN,Bos taurus,232,259,9913,FALSE
CHEMBL4105965,Lys-63-specific deubiquitinase BRCC36,P46736,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL614509,1A9/ptx-10,,CELL-LINE,Homo sapiens,103,150,9606,FALSE
CHEMBL614696,Lymphoblastoid cell,,CELL-LINE,Homo sapiens,573,5959,9606,FALSE
CHEMBL614188,NB-4,,CELL-LINE,Homo sapiens,652,1147,9606,FALSE
CHEMBL3918,Receptor-type tyrosine-protein phosphatase alpha,P18433,SINGLE PROTEIN,Homo sapiens,220,288,9606,FALSE
CHEMBL5112,GABA receptor alpha-5 subunit,P31644,SINGLE PROTEIN,Homo sapiens,622,700,9606,FALSE
CHEMBL3575,RNase L,Q05823,SINGLE PROTEIN,Homo sapiens,152,245,9606,FALSE
CHEMBL3232694,Acid-sensing ion channel 1,Q6NXK8,SINGLE PROTEIN,Mus musculus,39,41,10090,FALSE
CHEMBL614148,CD-4+ (A 3.01),,CELL-LINE,,1,2,,FALSE
CHEMBL3038503,p38 delta/gamma,O15264|P53778,PROTEIN FAMILY,Homo sapiens,17,17,9606,FALSE
CHEMBL4894,Galanin receptor 1,P47211,SINGLE PROTEIN,Homo sapiens,155,254,9606,FALSE
CHEMBL5465288,Heat shock 70 kDa protein 1-like,P34931,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL1075586,SNU-475,,CELL-LINE,Homo sapiens,77,132,9606,FALSE
CHEMBL613506,CFPAC-1,,CELL-LINE,Homo sapiens,311,480,9606,FALSE
CHEMBL613966,dengue virus type 2,,ORGANISM,dengue virus type 2,1652,2521,11060,FALSE
CHEMBL614667,Ovarian carcinoma cell,,CELL-LINE,Homo sapiens,85,138,9606,FALSE
CHEMBL3627594,Catalase,P04040,SINGLE PROTEIN,Homo sapiens,7,7,9606,FALSE
CHEMBL4483250,KBM5,,CELL-LINE,Homo sapiens,22,58,9606,FALSE
CHEMBL2367284,Plantago lanceolata,,ORGANISM,Plantago lanceolata,2,4,39414,FALSE
CHEMBL613193,H3N2 subtype,,ORGANISM,H3N2 subtype,188,329,119210,FALSE
CHEMBL4105849,ERO1-like protein alpha,Q8R180,SINGLE PROTEIN,Mus musculus,1,1,10090,FALSE
CHEMBL614574,H-81,,CELL-LINE,Homo sapiens,2,2,9606,FALSE
CHEMBL3414419,Cytosolic 10-formyltetrahydrofolate dehydrogenase,P28037,SINGLE PROTEIN,Rattus norvegicus,6,6,10116,FALSE
CHEMBL2062352,Eukaryotic translation initiation factor 3 subunit F,O00303,SINGLE PROTEIN,Homo sapiens,1,3,9606,FALSE
CHEMBL3588741,Protein N-lysine methyltransferase METTL21A,Q8WXB1,SINGLE PROTEIN,Homo sapiens,29,30,9606,FALSE
CHEMBL209,Trypsin I,P07477,SINGLE PROTEIN,Homo sapiens,2042,2308,9606,FALSE
CHEMBL2367349,Maladera castanea,,ORGANISM,Maladera castanea,9,27,1254970,FALSE
CHEMBL6092,Calmodulin,P62157,SINGLE PROTEIN,Bos taurus,52,71,9913,FALSE
CHEMBL2366486,Glutamine synthetase,Q01HZ7,SINGLE PROTEIN,Oryza sativa,18,90,4530,FALSE
CHEMBL2286,Endothelin receptor ET-A,Q61614,SINGLE PROTEIN,Mus musculus,30,31,10090,FALSE
CHEMBL2366632,Monilinia fructicola,,ORGANISM,Monilinia fructicola,23,69,38448,FALSE
CHEMBL3140322,Cunninghamella bertholletiae,,ORGANISM,Cunninghamella bertholletiae,21,205,90251,FALSE
CHEMBL2321611,Protein-arginine deiminase type-2,Q08642,SINGLE PROTEIN,Mus musculus,27,27,10090,FALSE
CHEMBL4295649,C-C motif chemokine 22,O00626,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL1075102,Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit alpha,O00443,SINGLE PROTEIN,Homo sapiens,190,218,9606,FALSE
CHEMBL2390814,Urea transporter 1,Q13336,SINGLE PROTEIN,Homo sapiens,3,3,9606,FALSE
CHEMBL614569,AH125 cell line,,CELL-LINE,,10,10,,FALSE
CHEMBL4543332,Naegleria gruberi,,ORGANISM,Naegleria gruberi,399,399,5762,FALSE
CHEMBL614842,Colon cell line,,CELL-LINE,Homo sapiens,12,12,9606,FALSE
CHEMBL4295928,Unconventional myosin-Va,Q99104,SINGLE PROTEIN,Mus musculus,1,1,10090,FALSE
CHEMBL614029,CEM-TK(+),,CELL-LINE,Homo sapiens,59,72,9606,FALSE
CHEMBL4523202,Mast cell carboxypeptidase A,P21961,SINGLE PROTEIN,Rattus norvegicus,1,1,10116,FALSE
CHEMBL4001,Histone deacetylase 1,O09106,SINGLE PROTEIN,Mus musculus,61,93,10090,FALSE
CHEMBL3784,Histone acetyltransferase p300,Q09472,SINGLE PROTEIN,Homo sapiens,909,1411,9606,FALSE
CHEMBL4295814,Eukaryotic translation initiation factor 3 subunit I,Q13347,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL5465366,Ragulator complex protein LAMTOR3,Q9UHA4,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4295938,Eukaryotic translation initiation factor 2A,Q9BY44,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL614191,NCH82,,CELL-LINE,Homo sapiens,25,33,9606,FALSE
CHEMBL4105797,Opioid growth factor receptor,Q9NZT2,SINGLE PROTEIN,Homo sapiens,5,12,9606,FALSE
CHEMBL6191,SPS1/STE20-related protein kinase YSK4,Q56UN5,SINGLE PROTEIN,Homo sapiens,281,315,9606,FALSE
CHEMBL4295941,Thioredoxin-related transmembrane protein 1,Q9H3N1,SINGLE PROTEIN,Homo sapiens,1,2,9606,FALSE
CHEMBL5482997,VEGFR2-VEGA,P15692|P35968,PROTEIN COMPLEX,Homo sapiens,2,2,9606,FALSE
CHEMBL2814,DNA topoisomerase I,Q04750,SINGLE PROTEIN,Mus musculus,51,53,10090,FALSE
CHEMBL2676,Endothelin-converting enzyme 1,P42893,SINGLE PROTEIN,Rattus norvegicus,88,88,10116,FALSE
CHEMBL2189145,Cell division control protein 2 homolog,Q07785,SINGLE PROTEIN,Plasmodium falciparum (isolate K1 / Thailand),7,8,5839,FALSE
CHEMBL2111383,Serotonin receptor 2a and 2c (5HT2A and 5HT2C),P08909|P14842,SELECTIVITY GROUP,Rattus norvegicus,139,162,10116,FALSE
CHEMBL4371,Beta-amylase,P16098,SINGLE PROTEIN,Hordeum vulgare,20,20,4513,FALSE
CHEMBL290,Phosphodiesterase 3B,Q13370,SINGLE PROTEIN,Homo sapiens,258,312,9606,FALSE
CHEMBL4105933,Uncharacterized protein FLJ45252,Q6ZSR9,SINGLE PROTEIN,Homo sapiens,243,243,9606,FALSE
CHEMBL612470,Human rhinovirus sp.,,ORGANISM,Human rhinovirus sp.,513,1599,169066,FALSE
CHEMBL4523191,Interleukin-1 receptor antagonist protein,P18510,SINGLE PROTEIN,Homo sapiens,68,102,9606,FALSE
CHEMBL2251,PI4-kinase type II,Q9BTU6,SINGLE PROTEIN,Homo sapiens,62,65,9606,FALSE
CHEMBL4105762,Peptidyl-prolyl cis-trans isomerase Mip,Q9Z7P3,SINGLE PROTEIN,Chlamydia pneumoniae,2,2,83558,FALSE
CHEMBL1250380,Dual specificity protein phosphatase 5,Q16690,SINGLE PROTEIN,Homo sapiens,12,23,9606,FALSE
CHEMBL5303328,Sialic acid-specific acetylesterase,Q8A331,SINGLE PROTEIN,Bacteroides thetaiotaomicron,20,26,818,FALSE
CHEMBL4523217,Protein-lysine 6-oxidase,P33072,SINGLE PROTEIN,Bos taurus,33,34,9913,FALSE
CHEMBL3430907,Aurora kinase B/Inner centromere protein,Q96GD4|Q9NQS7,PROTEIN COMPLEX,Homo sapiens,214,233,9606,FALSE
CHEMBL5169129,Neural cell adhesion molecule L1,P32004,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4553,Thyrotropin-releasing hormone receptor,Q01717,SINGLE PROTEIN,Rattus norvegicus,20,29,10116,FALSE
CHEMBL4879473,Kinectin,Q61595,SINGLE PROTEIN,Mus musculus,2,2,10090,FALSE
CHEMBL3988625,Kinesin family member 20B,A0A0D9R315,SINGLE PROTEIN,Chlorocebus sabaeus,1,1,60711,FALSE
CHEMBL613802,Amylomyces rouxii,,ORGANISM,Amylomyces rouxii,2,2,29923,FALSE
CHEMBL2366269,BALL-1,,CELL-LINE,Homo sapiens,61,70,9606,FALSE
CHEMBL614909,SGC-7901,,CELL-LINE,Homo sapiens,2169,3026,9606,FALSE
CHEMBL3562161,Amino acid transporter,Q9Z1J7,SINGLE PROTEIN,Rattus norvegicus,201,271,10116,FALSE
CHEMBL1795117,"Histone-lysine N-methyltransferase, H3 lysine-79 specific",Q8TEK3,SINGLE PROTEIN,Homo sapiens,410,671,9606,FALSE
CHEMBL4523644,Serine/threonine-protein kinase N1/Transforming protein RhoA,Q16512|P61586,PROTEIN COMPLEX,Homo sapiens,1,1,9606,FALSE
CHEMBL614249,WEHI3B,,CELL-LINE,Mus musculus,6,6,10090,FALSE
CHEMBL4105845,Chitotriosidase-1,Q9D7Q1,SINGLE PROTEIN,Mus musculus,89,98,10090,FALSE
CHEMBL613706,PMNL,,CELL-LINE,,17,30,,FALSE
CHEMBL2366220,OCI-AML2,,CELL-LINE,Homo sapiens,317,377,9606,FALSE
CHEMBL2668,Neurokinin 1 receptor,P30548,SINGLE PROTEIN,Mus musculus,6,6,10090,FALSE
CHEMBL4295877,Nonmuscle myosin heavy chain,Q789A4,SINGLE PROTEIN,Gallus gallus,1,1,9031,FALSE
CHEMBL5496,P2X purinoceptor 1,P51576,SINGLE PROTEIN,Mus musculus,62,68,10090,FALSE
CHEMBL2701,Melanocortin receptor 5,P35345,SINGLE PROTEIN,Rattus norvegicus,1,3,10116,FALSE
CHEMBL5327,Matrix metalloproteinase 13,O77656,SINGLE PROTEIN,Bos taurus,29,45,9913,FALSE
CHEMBL614612,TZM,,CELL-LINE,Homo sapiens,761,852,9606,FALSE
CHEMBL3392949,Angiomotin,Q4VCS5,SINGLE PROTEIN,Homo sapiens,3,8,9606,FALSE
CHEMBL2620,Protein-tyrosine phosphatase 2C,P35235,SINGLE PROTEIN,Mus musculus,74,89,10090,FALSE
CHEMBL4296567,Curvularia brachyspora,,ORGANISM,Curvularia brachyspora,3,3,39400,FALSE
CHEMBL613515,MOLT-4F,,CELL-LINE,Homo sapiens,87,93,9606,FALSE
CHEMBL3885527,Thymidylate synthase/AICAR transformylase,P04818|P31939,PROTEIN FAMILY,Homo sapiens,5,5,9606,FALSE
CHEMBL614030,CEM-VM1,,CELL-LINE,Homo sapiens,3,10,9606,FALSE
CHEMBL1075558,PANC-08-13,,CELL-LINE,Homo sapiens,99,100,9606,FALSE
CHEMBL2097167,Adenylate cyclase,Q8NFM4|O60503|Q08828|P40145|O60266|O95622|O43306|Q08462|P51828,PROTEIN FAMILY,Homo sapiens,49,52,9606,FALSE
CHEMBL4851,Serine/threonine-protein kinase 38-like,Q9Y2H1,SINGLE PROTEIN,Homo sapiens,434,581,9606,FALSE
CHEMBL5037,Caspase-10,Q92851,SINGLE PROTEIN,Homo sapiens,22,24,9606,FALSE
CHEMBL2146353,Protein Gpr81,G3V906,SINGLE PROTEIN,Rattus norvegicus,6,6,10116,FALSE
CHEMBL1075084,Transcription factor AP-1,P18870,SINGLE PROTEIN,Gallus gallus,7,7,9031,FALSE
CHEMBL3617,G1/S-specific cyclin E1,P24864,SINGLE PROTEIN,Homo sapiens,4,5,9606,FALSE
CHEMBL5991,Caspase-14,P31944,SINGLE PROTEIN,Homo sapiens,7,8,9606,FALSE
CHEMBL3430862,Shh Light II,,CELL-LINE,Mus musculus,67,88,10090,FALSE
CHEMBL4523199,Pleiotrophin,P21246,SINGLE PROTEIN,Homo sapiens,6,6,9606,FALSE
CHEMBL612253,GHOST CXCR4,,CELL-LINE,Homo sapiens,8,11,9606,FALSE
CHEMBL4105836,Parathyroid hormone 2 receptor,P49190,SINGLE PROTEIN,Homo sapiens,2,3,9606,FALSE
CHEMBL2366238,SW982,,CELL-LINE,Homo sapiens,210,234,9606,FALSE
CHEMBL4105722,Toll-like receptor 7,B3Y652,SINGLE PROTEIN,Macaca fascicularis,2,17,9541,FALSE
CHEMBL4739848,Immunoglobulin A1 protease autotransporter,P44969,SINGLE PROTEIN,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),2,2,71421,FALSE
CHEMBL613070,Bacillus cereus,,ORGANISM,Bacillus cereus,5168,7583,1396,FALSE
CHEMBL3464,"Nitric oxide synthase, inducible",P29477,SINGLE PROTEIN,Mus musculus,2262,3578,10090,FALSE
CHEMBL5465398,TEAD3-YAP1,P46937|Q99594,PROTEIN-PROTEIN INTERACTION,Homo sapiens,8,9,9606,FALSE
CHEMBL5291661,Listeria,,ORGANISM,Listeria,1,1,1637,TRUE
CHEMBL4879438,E3 ubiquitin-protein ligase NEDD4,P46935,SINGLE PROTEIN,Mus musculus,2,2,10090,FALSE
CHEMBL4596,C-C chemokine receptor type 8,P51685,SINGLE PROTEIN,Homo sapiens,292,392,9606,FALSE
CHEMBL4879489,Ribosome quality control complex subunit NEMF,Q8CCP0,SINGLE PROTEIN,Mus musculus,1,1,10090,FALSE
CHEMBL614472,CXF158,,CELL-LINE,,6,6,,FALSE
CHEMBL2366422,Acetylcholinesterase,C5IU80,SINGLE PROTEIN,Spodoptera litura,1,1,69820,FALSE
CHEMBL4105957,CCR4-NOT transcription complex subunit 6-like,Q96LI5,SINGLE PROTEIN,Homo sapiens,3,3,9606,FALSE
CHEMBL4296059,Gamma-aminobutyric acid receptor subunit alpha-1/beta-2/gamma-2,P22723|P62812|P63137,PROTEIN COMPLEX,Mus musculus,1,1,10090,FALSE
CHEMBL4630872,Bifunctional cytochrome P450/NADPH--P450 reductase,P14779,SINGLE PROTEIN,Bacillus megaterium,1,3,1404,FALSE
CHEMBL3988628,Casein kinase 2,P67868|P68399,PROTEIN COMPLEX,Bos taurus,1,1,9913,FALSE
